_id,rata,ente,descrizione,cod_tipoimposta,tipo_imposta,cod_imposta,imposta,spesa,aggregation-time,area_geografica,Tipo Imposta,SPESA TOTALE,2cod_imposta,cod imposta ext,ente%code
66Bf604B0377F64B679F2894,202407.0,9.0,Ministero Della Giustizia,3,Previdenziali,13.0,Previdenziali A Carico Del Datore Di Lavoro,120730950.63,2024-08-16T16:11:01.334,Isole,Previdenziali,120730950.63,13,13,9.0
66Bf60530377F64Bd0Cd2626,202407.0,9.0,Ministero Della Giustizia,1,Netto,15.0,,306498790.68,2024-08-16T16:11:01.334,Isole,Netto,306498790.68,15,15,9.0
668F34120377F62206882Cc2,202406.0,25.0,Archivi Notarili,2,Erariali,8.0,Addizionali Comunali,8819.9,2024-07-11T03:01:16.866,Centro,Erariali,8819.9,8,8,25.0
671A7806E28F8D6B0A19D1Dd,202409.0,10.0,Ministero Della Salute,1,Netto,15.0,-,5630797.16,2024-10-24T18:30:35.560,Isole,Netto,5630797.16,15,15,10.0
661738E59B1C1417E85D371D,202403.0,959.0,Autorita' Di Bacino Distrettuale Del Fiume Po,4,Varie,9.0,Riscatti,263.22,Apr 11 2024,Sud,Varie,263.22,9,9,959.0
65Ee5Ac7Eb0F334C8D2B5B67,202402.0,948.0,A.O.R.N. Antonio Cardarelli,2,Erariali,6.0,Irap,1176947.09,Mar 11 2024,Isole,Erariali,1176947.09,6,6,948.0
6731590B5C833340B426Ae5D,202410.0,31.0,Invalsi,4,Varie,11.0,-,3712.25,2024-11-11T02:00:28.485,Nord,Varie,3712.25,11,11,31.0
668F34079B1C1405Cffd2Caf,202406.0,829.0,Comune Di Mercato San Severino,4,Varie,10.0,Ritenute Sindacali,723.2799999999999,2024-07-11T03:01:16.866,Nord,Varie,723.2799999999999,10,10,829.0
671A7806E28F8D6B0A19D1Eb,202409.0,2.0,Ministero Delle Infrastrutture E Dei Trasporti,4,Varie,10.0,Ritenute Sindacali,92995.02,2024-10-24T18:30:35.560,Isole,Varie,92995.02,10,10,2.0
663Ec5F33F62190222Cfb667,202405.0,970.0,Parco Del Circeo,4,Varie,11.0,Prestiti,426.95,2024-05-11T03:01:07.269,Centro,Varie,426.95,11,11,970.0
6667A4C2262Bc331Bdcd0C4B,202405.0,905.0,Azienda Regionale Emergenza Sanitaria,2,Erariali,6.0,Irap,706086.19,Giu 11 2024,Centro,Erariali,706086.19,6,6,905.0
663Ec5F33F62190222Cfb65A,202404.0,958.0,Autorita' Di Bacino Distrettuale Dell'Appennino Centrale,2,Erariali,6.0,Irap,16984.16999999999,2024-05-11T03:01:07.269,Isole,Erariali,16984.16999999999,6,6,958.0
65Ee5Ac6F458Af56Cdec1814,202402.0,969.0,Ordine Degli Psicologi Del Lazio,3,Previdenziali,13.0,Previdenziali A Carico Del Datore Di Lavoro,16880.269999999993,11/03/2024,Isole,Previdenziali,16880.269999999993,13,13,969.0
659F417C9B1C14690C5C4220,202321.9562308086,31.0,Invalsi,1,Netto,15.0,Netto,560777.35,2024-01-11T02:01:40.336,Isole,Netto,560777.35,15,15,31.0
659F41729B1C1468E2E399B4,202321.9562308086,954.0,Ispettorato Nazionale Del Lavoro,2,Erariali,5.0,Irpef,6915900.11999999,2024-01-11T02:01:40.336,Sud,Erariali,6915900.11999999,5,5,954.0
65C81F2C3F62191D310D64A4,202401.0,971.0,Arpal Puglia,4,Varie,9.0,Riscatti,134.0,2024-02-11T02:01:21.381,Sud,Varie,134.0,9,9,971.0
663Ec5Eb3F62190222Cfb580,202404.0,23.0,Agenzia Per Le Erogazioni In Agricoltura,4,Varie,12.0,Altre Voci,8772.04,2024-05-11T03:01:07.269,Nord,Varie,8772.04,12,12,23.0
66Bf60490377F64B681B5155,202407.0,802.0,Aran,3,Previdenziali,14.0,Previdenziali A Carico Del Lavoratore,12462.730000000012,16/08/2024,Nord,Previdenziali,12462.730000000012,14,14,802.0
663Ec5Ea3F62190222Cfb4E3,202404.0,19.0,Ministero Universita' E Ricerca,4,Varie,10.0,Ritenute Sindacali,48365.89,2024-05-11T03:01:07.269,Nord,Varie,48365.89,10,10,19.0
6731590B5C833340B426Ae5A,202410.0,802.0,Aran,3,Previdenziali,14.0,Previdenziali A Carico Del Lavoratore,10851.090000000013,2024-11-11T02:00:28.485,Nord,Previdenziali,10851.090000000013,14,14,802.0
65C81F2B3F62191D310D6474,202401.0,938.0,Ente Parco Nazionale Della Majella,1,Netto,15.0,Netto,124466.71,2024-02-11T02:01:21.381,Isole,Netto,124466.71,15,15,938.0
663Ec5Eb3F62190222Cfb59D,202404.0,914.0,Azienda Sanitaria Locale Roma 3,2,Erariali,6.0,Irap,715313.6,2024-05-11T03:01:07.269,Sud,Erariali,715313.6,6,6,914.0
66E0Ee5Bf458Af54A5Dbc76A,202408.0,966.0,Ansfisa - Agenzia Nazionale Per La Sicurezza Delle Ferrovie E Delle Infrastrutture Stradali E Autostradali,3,Previdenziali,13.0,Previdenziali A Carico Del Datore Di Lavoro,455733.09999999485,2024-09-11T03:01:11.704,Centro,Previdenziali,455733.09999999485,13,13,966.0
663Ec5F43F62190222Cfb6C0,202404.0,974.0,Agenzia Industrie Difesa Aid,4,Erariali,12.0,Altre Voci,6410.809999999982,2024-05-11T03:01:07.269,Isole,Varie,6410.809999999982,12,12,974.0
659F41729B1C1468E2E3995E,202321.9562308086,972.0,Scuola Superiore Della Magistratura,1,Netto,15.0,Netto,9485.69,2024-01-11T02:01:40.336,Centro,Netto,9485.69,15,15,972.0
65C81F2C3F62191D310D6508,202401.0,959.0,Autorita' Di Bacino Distrettuale Del Fiume Po,2,Erariali,6.0,Irap,16907.439999999988,2024-02-11T02:01:21.381,Centro,Erariali,16907.439999999988,6,6,959.0
66Bf60520377F64B679F28Cf,202405.0,834.0,Ministero Universita' E Ricerca,4,Varie,11.0,Previdenziali A Carico Del Datore Di Lavoro,601.95,2024-08-16T16:11:01.334,Isole,Varie,601.95,11,11,834.0
659F417B9B1C14690C5C41Bc,202321.9562308086,938.0,Ente Parco Nazionale Della Majella,2,Erariali,6.0,Irap,16487.73999999999,11.01.2024,Isole,Erariali,16487.73999999999,6,6,938.0
661738E59B1C1417E85D36C7,202403.0,12.0,Ministero Dell'Interno,4,Varie,10.0,Ritenute Sindacali,1315292.88,2024-04-11T03:00:48.766,Sud,Varie,1315292.88,10,10,12.0
6731590C568F146439948Fb0,202410.0,14.0,Ministero Della Cultura,2,Erariali,6.0,Irap,-999999.5,2024-11-11T02:00:28.485,Nord,Erariali,6956365.26,6,6,14.0
659F41729B1C14690C5C411A,202321.9562308086,19.0,Ministero Universita' E Ricerca,1,Assistenziali,15.0,Netto,51013790.94,2024-01-11T02:01:40.336,Nord,Netto,51013790.94,15,15,19.0
66Bf60520377F64B679F28Aa,202407.0,1.0,Ministero Dell'Economia E Finanze,4,Varie,10.0,Ritenute Sindacali,143748.16,2024-08-16T16:11:01.334,Isole,Varie,143748.16,10,10,1.0
668F34110377F62206882C89,202406.0,13.0,Ministero Universita' E Ricerca,4,Varie,9.0,Riscatti,4702.3,2024-07-11T03:01:16.866,Nord,Varie,4702.3,9,9,13.0
6731590B5C833340B426Ae6B,202410.0,4.0,Ministero Dell'Istruzione E Del Merito,4,Varie,12.0,Altre Voci,35796095.34,2024-11-11T02:00:28.485,Isole,Varie,35796095.34,12,12,4.0
66E0Ee5Cf458Af5423Ceb4Da,202408.0,6.0,Ministero Dell'Ambiente E Della Sicurezza Energetica,4,Varie,11.0,Prestiti,72811.08,2024-09-11T03:01:11.704,Isole,Varie,72811.08,11,11,6.0
668F34119B1C1405Cffd2Db6,202406.0,18.0,Corte Dei Conti,4,Varie,12.0,Altre Voci,134546.25,2024-07-11T03:01:16.866,Isole,Varie,134546.25,12,12,18.0
6667A4C1262Bc331Bdcd0C00,202405.0,802.0,?,2,Erariali,5.0,Irpef,39562.08000000001,11-06-24,Centro,Erariali,39562.08000000001,5,5,802.0
6731590C568F146439948Fed,202410.0,868.0,Anbsc-Agenzia Nazionale Beni Sequestrati E Confiscati,2,Erariali,6.0,Irap,40792.66000000023,2024-11-11T02:00:28.485,Sud,Erariali,40792.66000000023,6,6,868.0
66E0Ee66F458Af54A5Dbc890,202408.0,938.0,Ente Parco Nazionale Della Majella,4,Varie,10.0,Ritenute Sindacali,160.66000000000005,2024-09-11T03:01:11.704,Centro,Varie,160.66000000000005,10,10,938.0
671A7805568F1404768E2B99,202409.0,3.0,Ministero Della Difesa,3,Previdenziali,13.0,Previdenziali A Carico Del Datore Di Lavoro,174604566.29,2024-10-24T18:30:35.560,Nord,Previdenziali,174604566.29,13,13,3.0
661738E7262Bc367Cf0Df87F,202403.0,829.0,Comune Di Mercato San Severino,4,Varie,10.0,Ritenute Sindacali,740.2499999999998,2024-04-11T03:00:48.766,Centro,Varie,740.2499999999998,10,10,829.0
65Ee5Ac5F458Af56D2Af5319,202402.0,969.0,Ordine Degli Psicologi Del Lazio,4,Erariali,10.0,Ritenute Sindacali,69.83000000000001,2024-03-11T02:01:04.421,Isole,Varie,69.83000000000001,10,10,969.0
659F41739B1C14690C5C412C,202321.9562308086,31.0,Invalsi,4,Varie,12.0,Altre Voci,22496.710000000003,2024-01-11T02:01:40.336,Centro,Varie,22496.710000000003,12,12,31.0
65Ee5Ac6Eb0F334C5C367540,202402.0,22.0,Agenzia Delle Entrate,3,Previdenziali,14.0,Previdenziali A Carico Del Lavoratore,6670572.800001407,2024-03-11T02:01:04.421,Isole,Previdenziali,6670572.800001407,14,14,22.0
66Bf60490377F64B681B514F,202407.0,816.0,Comune Di Carosino,2,Erariali,5.0,Irpef,10298.179999999998,2024-08-16T16:11:01.334,Nord,Erariali,10298.179999999998,5,5,816.0
6667A4B7262Bc331Baee7321,202405.0,925.0,Autorita' Garante Per L'Infanzia E L'Adolescenza Agia,3,Previdenziali,14.0,Previdenziali A Carico Del Lavoratore,10479.009999999991,2024-06-11T03:01:23.745,Isole,Previdenziali,10479.009999999991,14,14,925.0
65C81F2B3F62191D310D6473,202401.0,973.0,Comune Di Vasia,3,Previdenziali,13.0,Previdenziali A Carico Del Datore Di Lavoro,2012.17,2024-02-11T02:01:21.381,Nord,Previdenziali,2012.17,13,13,973.0
663Ec5F23F62190222Cfb5A5,202404.0,4.0,Ministero Dell'Istruzione E Del Merito,3,Previdenziali,13.0,Previdenziali A Carico Del Datore Di Lavoro,946563985.9978526,2024-05-11T03:01:07.269,Isole,Previdenziali,942064827.287671,13,13,4.0
65Ee5Ac7Eb0F334C8D2B5B53,202402.0,831.0,Comune Di Corleto Monforte,3,Netto,14.0,Previdenziali A Carico Del Lavoratore,1027.2100000000005,2024-03-11T02:01:04.421,Sud,Previdenziali,1027.2100000000005,14,14,831.0
671A7806E28F8D6B0A19D170,202409.0,829.0,Istituto Musicale Pareggiato Della Valle D'Aosta,1,Netto,15.0,Netto,76539.77,2024-10-24T18:30:35.560,Nord,Netto,76539.77,15,15,976.0
661738E49B1C14196E7Da2Fb,202403.0,925.0,Autorita' Garante Per L'Infanzia E L'Adolescenza Agia,3,Netto,13.0,Previdenziali A Carico Del Datore Di Lavoro,26206.109999999982,2024-04-11T03:00:48.766,Sud,Previdenziali,26206.109999999982,13,13,925.0
66Bf60530377F64B679F28E3,202407.0,973.0,Comune Di Vasia,4,Varie,10.0,Ritenute Sindacali,10.01,2024-08-16T16:11:01.334,Sud,Varie,10.01,10,10,973.0
668F34079B1C1405Cffd2Cf3,202406.0,960.0,Autorita' Di Bacino Distr. Dell'Appennino Settentrionale,2,Erariali,7.0,Addizionali Regionali,2856.68,2024-07-11T03:01:16.866,Centro,Erariali,2856.68,7,7,960.0
66Bf60530377F64B681B51Bc,202407.0,3856.8613671602207,Agenzia Per L'Italia Digitale,1,Netto,15.0,Netto,419315.21,2024-08-16T16:11:01.334,Isole,Netto,419315.21,15,15,3905.0262011891273
66Bf60490377F64B679F2821,202407.0,958.0,Autorita' Di Bacino Distrettuale Dell'Appennino Centrale,4,Varie,10.0,Ritenute Sindacali,420.7899999999999,2024-08-16T16:11:01.334,Nord,Varie,420.7899999999999,10,10,958.0
661738E6262Bc367Cf0Df854,202403.0,2.0,Ministero Delle Infrastrutture E Dei Trasporti,2,Erariali,5.0,Irpef,19409560.84,2024-04-11T03:00:48.766,Isole,Erariali,19409560.84,5,5,2.0
66Bf60530377F64Bd0Cd261B,202407.0,977.0,Comune Di Serrenti,2,Erariali,6.0,Irap,4897.529999999999,2024-08-16T16:11:01.334,Sud,Erariali,4897.529999999999,6,6,977.0
65Ee5Ac6F458Af56Cdec1864,202402.0,974.0,Agenzia Industrie Difesa Aid,4,Varie,11.0,Prestiti,37715.8,2024-03-11T02:01:04.421,Nord,Varie,37715.8,11,11,974.0
659F417C9B1C14690C5C4218,202321.9562308086,843.0,Anvur(Agenzia Naz.Valutazione Sist.Universitario E Ricerca),2,Erariali,5.0,Irpef,171666.22,2024-01-11T02:01:40.336,Isole,Erariali,171666.22,5,5,843.0
6667A4B7262Bc331Bdcd0B7E,202405.0,969.0,Ordine Degli Psicologi Del Lazio,2,Erariali,8.0,Addizionali Comunali,521.26,2024-06-11T03:01:23.745,Centro,Erariali,521.26,8,8,969.0
671A780D568F1404768E2Bd1,202409.0,802.0,Aran,3,Previdenziali,14.0,Previdenziali A Carico Del Lavoratore,11005.08000000001,2024-10-24T18:30:35.560,Isole,Previdenziali,11005.08000000001,14,14,802.0
6667A4B6262Bc331Baee7300,202405.0,31.0,Invalsi,2,Erariali,10.0,Addizionali Comunali,4541.52,2024-06-11T03:01:23.745,Centro,Erariali,4541.52,8,8,31.0
663Ec5F23F62190222Cfb609,202404.0,6.0,Ministero Dell'Ambiente E Della Sicurezza Energetica,4,Varie,10.0,Ritenute Sindacali,6088.8,2024-05-11T03:01:07.269,Nord,Varie,6088.8,10,10,6.0
65Ee5Ac6F458Af56Cdec1841,202402.0,971.0,Arpal Puglia,1,Netto,15.0,Netto,1575181.28,2024-03-11T02:01:04.421,Isole,Netto,1575181.28,15,15,971.0
663Ec5F33F62190222Cfb656,202404.0,976.0,Istituto Musicale Pareggiato Della Valle D'Aosta,2,Erariali,5.0,Irpef,22299.379999999997,2024-05-11T03:01:07.269,Nord,Erariali,22299.379999999997,5,5,976.0
65C81F2Cf458Af1D35De62B4,202401.0,19.0,Ministero Universita' E Ricerca,1,Previdenziali,15.0,Netto,25811825.29,2024-02-11T02:01:21.381,Centro,Netto,25811825.29,15,15,19.0
65C81F2B3F62191D044E2Ac8,202401.0,964.0,Comune Di Caravaggio,4,Varie,10.0,Ritenute Sindacali,328.12,2024-02-11T02:01:21.381,Sud,Varie,328.12,10,10,964.0
65Ee5Ac7Eb0F334C8D2B5B05,202402.0,964.0,Comune Di Caravaggio,2,Erariali,8.0,Addizionali Comunali,195.35,2024-03-11T02:01:04.421,Isole,Erariali,195.35,8,8,964.0
66Bf604A0377F64B679F2870,202407.0,10.0,Ministero Della Salute,2,Erariali,5.0,Irpef,432796.6,2024-08-16T16:11:01.334,Centro,Erariali,432796.6,5,5,10.0
663Ec5Ea3F62190222Cfb529,202404.0,966.0,Ansfisa - Agenzia Nazionale Per La Sicurezza Delle Ferrovie E Delle Infrastrutture Stradali E Autostradali,1,Netto,15.0,Netto,916385.18,2024-05-11T03:01:07.269,Isole,Netto,916385.18,15,15,966.0
671A7805568F1404768E2B4C,202405.0,958.0,Autorita' Di Bacino Distrettuale Dell'Appennino Centrale,2,Erariali,8.0,Addizionali Comunali,2405.68,2024-10-24T18:30:35.560,Isole,Erariali,2405.68,8,8,958.0
6667A4B7262Bc331Bdcd0B56,202405.0,14.0,Ministero Per I Beni E Le Attivita' Culturali,2,Erariali,8.0,Addizionali Comunali,300095.42,2024-06-11T03:01:23.745,Sud,Erariali,300095.42,8,8,14.0
663Ec5F23F62190222Cfb5B7,202404.0,12.0,Ministero Universita' E Ricerca,3,Previdenziali,14.0,Previdenziali A Carico Del Lavoratore,58755827.25,2024-05-11T03:01:07.269,Sud,Previdenziali,58755827.25,14,14,12.0
65C81F2Cf458Af1D5B4728Bc,202401.0,31.0,Invalsi,4,Varie,10.0,Ritenute Sindacali,1129.520000000001,2024/02/11,Nord,Varie,1129.520000000001,10,10,31.0
66E0Ee66F458Af54A5Dbc87E,202408.0,969.0,Ordine Degli Psicologi Del Lazio,2,Erariali,8.0,Addizionali Comunali,538.9100000000001,2024-09-11T03:01:11.704,Isole,Erariali,538.9100000000001,8,8,969.0
671A7806E28F8D6B0A19D1E8,202409.0,23.0,Agenzia Per Le Erogazioni In Agricoltura,2,Erariali,6.0,Irap,172563.98000000115,2024-10-24T18:30:35.560,Sud,Erariali,172563.98000000115,6,6,23.0
663Ec5Eb3F62190222Cfb550,202404.0,23.0,Agenzia Per Le Erogazioni In Agricoltura,2,Erariali,7.0,Addizionali Regionali,23480.38000000002,11/05/2024,Nord,Erariali,23480.38000000002,7,7,23.0
671A780De28F8D6B0A19D259,202409.0,829.0,Comune Di Mercato San Severino,4,Varie,9.0,Riscatti,203.91,2024-10-24T18:30:35.560,Isole,Varie,203.91,9,9,829.0
65C81F2Cf458Af1D5B4728Fd,202401.0,4.0,?,2,Previdenziali,8.0,Addizionali Comunali,46985.43,2024-02-11T02:01:21.381,Isole,Erariali,46985.43,8,8,4.0
663Ec5F33F62190222Cfb644,202404.0,968.0,Consorzio Parco Geomin. Storico E Ambientale Della Sardegna,2,Erariali,8.0,Addizionali Comunali,177.77999999999997,2024-05-11T03:01:07.269,Nord,Erariali,177.77999999999997,8,8,968.0
65Ee5Ac7Eb0F334C8D2B5B49,202402.0,843.0,Anvur(Agenzia Naz.Valutazione Sist.Universitario E Ricerca),4,Varie,10.0,Ritenute Sindacali,352.74999999999994,2024-03-11T02:01:04.421,Isole,Varie,352.74999999999994,10,10,843.0
659F417A9B1C1468E2E399De,202321.9562308086,974.0,Agenzia Industrie Difesa Aid,2,Erariali,6.0,Irap,278388.3500000049,2024-01-11T02:01:40.336,Nord,Erariali,278388.3500000049,6,6,974.0
6667A4B7262Bc331Bdcd0B33,202405.0,973.0,Comune Di Vasia,3,Previdenziali,14.0,Previdenziali A Carico Del Lavoratore,390.69999999999993,11/06/2024,Nord,Previdenziali,390.69999999999993,14,14,973.0
6731590B5C833340B426Aef0,202410.0,894.0,Ente Parco Nazionale Dell'Alta Murgia,2,Erariali,6.0,Irap,2020.0499999999995,2024-11-11T02:00:28.485,Centro,Erariali,2020.0499999999995,6,6,894.0
66E0Ee65F458Af54A5Dbc823,202408.0,964.0,Comune Di Caravaggio,4,Varie,12.0,Altre Voci,803.18,2024-09-11T03:01:11.704,Sud,Varie,803.18,12,12,964.0
663Ec5F23F62190222Cfb5Bb,202404.0,18.0,Corte Dei Conti,4,Varie,10.0,Ritenute Sindacali,18689.6,2024-05-11T03:01:07.269,Isole,Varie,18689.6,10,10,18.0
663Ec5F23F62190222Cfb602,202404.0,43.0,Scuola Nazionale Dell'Amministrazione,2,Erariali,8.0,Addizionali Comunali,570.62,2024-05-11T03:01:07.269,Isole,Erariali,570.62,8,8,43.0
65C81F2Cf458Af1D5B472919,202401.0,973.0,Comune Di Vasia,2,Erariali,5.0,Irpef,1857.09,2024-02-11T02:01:21.381,Isole,Erariali,1857.09,5,5,973.0
671A780D568F1404768E2Be3,202409.0,843.0,Anvur(Agenzia Naz.Valutazione Sist.Universitario E Ricerca),2,Erariali,7.0,Addizionali Regionali,33271.86,2024-10-24T18:30:35.560,Sud,Erariali,33492.77500000004,7,7,843.0
663Ec5F43F62190222Cfb700,202404.0,925.0,Autorita' Garante Per L'Infanzia E L'Adolescenza Agia,1,Netto,15.0,Netto,53310.03,2024-05-11T03:01:07.269,Centro,Netto,53310.03,15,15,925.0
6731590B5C833340B426Ae6F,202410.0,18.0,Ministero Universita' E Ricerca,4,Varie,10.0,Ritenute Sindacali,18406.87,11-11-24,Nord,Varie,18406.87,10,10,18.0
66Bf60520377F64B679F28D3,202405.0,957.0,Ordine Dott. Commercialisti Ed Esperti Contabili Di Verona,3,Previdenziali,14.0,Previdenziali A Carico Del Lavoratore,681.609999999999,2024-08-16T16:11:01.334,Isole,Previdenziali,681.609999999999,14,14,957.0
663Ec5F23F62190222Cfb60A,202404.0,977.0,Comune Di Serrenti,2,Erariali,7.0,Addizionali Regionali,878.2399999999998,2024-05-11T03:01:07.269,Isole,Erariali,878.2399999999998,7,7,977.0
66E0Ee66F458Af5423Ceb5Ea,202408.0,894.0,Ente Parco Nazionale Dell'Alta Murgia,3,Previdenziali,13.0,Previdenziali A Carico Del Datore Di Lavoro,4898.01,2024-09-11T03:01:11.704,Centro,Previdenziali,4898.01,13,13,894.0
663Ec5Ea3F62190222Cfb524,202404.0,950.0,Agenzia Italiana Per La Cooperazione Allo Sviluppo,2,Erariali,8.0,Addizionali Comunali,6524.900000000004,2024-05-11T03:01:07.269,Isole,Erariali,6524.900000000004,8,8,950.0
671A7805568F1404768E2Afe,202409.0,919.0,Autorita' Ufficio Parlamentare Di Bilancio (Upb),3,Previdenziali,14.0,Previdenziali A Carico Del Lavoratore,124361.08999999998,2024-10-24T18:30:35.560,Centro,Previdenziali,124361.08999999998,14,14,919.0
671A7805568F1404768E2B47,202409.0,958.0,Autorita' Di Bacino Distrettuale Dell'Appennino Centrale,4,Varie,10.0,Ritenute Sindacali,432.1700000000001,2024-10-24T18:30:35.560,Sud,Varie,432.1700000000001,10,10,958.0
659F41729B1C1468E2E39988,202321.9562308086,27.0,Agenzia Nazionale Per I Giovani - Ang,2,Erariali,6.0,Irap,14144.840000000002,2024-01-11T02:01:40.336,Isole,Erariali,14144.840000000002,6,6,27.0
663Ec5F43F62190222Cfb742,202404.0,3856.8613671602207,Agenzia Per L'Italia Digitale,2,Erariali,7.0,Addizionali Regionali,15186.73,2024-05-11T03:01:07.269,Nord,Erariali,15186.73,7,7,3905.0262011891273
65C81F2B3F62191D044E2A68,202405.0,976.0,Istituto Musicale Pareggiato Della Valle D'Aosta,3,Previdenziali,13.0,Previdenziali A Carico Del Datore Di Lavoro,34699.45000000002,2024-02-11T02:01:21.381,Nord,Previdenziali,34699.45000000002,13,13,976.0
66Bf60490377F64B681B510E,202407.0,867.0,Agenzia Italiana Del Farmaco - Aifa,4,Netto,9.0,Riscatti,33271.86,2024-08-16T16:11:01.334,Nord,Varie,33492.77500000004,9,9,867.0
663Ec5Eb3F62190222Cfb59C,202404.0,829.0,N.D.,2,Erariali,6.0,Irap,605360.88,2024-05-11T03:01:07.269,Centro,Erariali,605360.88,6,6,917.0
659F41729B1C1468E2E399C2,202321.9562308086,9.0,Ministero Della Giustizia,2,Erariali,6.0,Irap,60747158.02,2024-01-11T02:01:40.336,Isole,Erariali,60747158.02,6,6,9.0
663Ec5Eb3F62190222Cfb556,202404.0,13.0,Ministero Delle Imprese E Del Made In Italy,4,Varie,10.0,Ritenute Sindacali,23180.82,2024-05-11T03:01:07.269,Nord,Varie,23180.82,10,10,13.0
659F417B9B1C1468E2E39A28,202321.9562308086,973.0,Comune Di Vasia,4,Varie,10.0,Ritenute Sindacali,10.01,2024-01-11T02:01:40.336,Sud,Varie,10.01,10,10,973.0
6731590B5C833340B426Aea2,202410.0,43.0,Scuola Nazionale Dell'Amministrazione,3,Previdenziali,10.0,Previdenziali A Carico Del Lavoratore,5456.61,2024-11-11T02:00:28.485,Isole,Previdenziali,5456.61,14,14,43.0
65C81F2B3F62191D044E2Ae3,202401.0,21.0,?,4,Varie,9.0,Riscatti,20281.14000000001,2024-02-11T02:01:21.381,Nord,Varie,20281.14000000001,9,9,21.0
65C81F2Cf458Af1D35De62Ab,202401.0,977.0,Comune Di Serrenti,2,Erariali,5.0,Irpef,7476.679999999999,2024-02-11T02:01:21.381,Sud,Erariali,7476.679999999999,5,5,977.0
6667A4B8262Bc331Bdcd0Bd0,202405.0,971.0,Arpal Puglia,3,Previdenziali,10.0,Previdenziali A Carico Del Datore Di Lavoro,554174.8899999846,2024-06-11T03:01:23.745,Isole,Previdenziali,554174.8899999846,13,13,971.0
6731590C568F146439948Fc0,202410.0,822.0,Regione Lazio,2,Erariali,7.0,Addizionali Regionali,470827.6599999994,2024-11-11T02:00:28.485,Isole,Erariali,470827.6599999994,7,7,822.0
65Ee5Ac5F458Af56Cdec17Be,202402.0,1.0,Ministero Dell'Economia E Finanze,2,Erariali,6.0,Irap,21768142.08,2024-03-11T02:01:04.421,Sud,Erariali,21768142.08,6,6,1.0
663Ec5F23F62190222Cfb5Cd,202404.0,8.0,Ministero Del Lavoro E Delle Politiche Sociali,1,Netto,15.0,Netto,1899326.5,2024-05-11T03:01:07.269,Isole,Netto,1899326.5,15,15,8.0
663Ec5F43F62190222Cfb69E,202404.0,3.0,Ministero Della Difesa,4,Varie,12.0,Altre Voci,4675099.47,2024-05-11T03:01:07.269,Centro,Varie,4675099.47,12,12,3.0
65Ee5Ac5F458Af56D2Af5336,202402.0,19.0,Ministero Universita' E Ricerca,4,Varie,12.0,Altre Voci,88014.31,2024-03-11T02:01:04.421,Centro,Varie,88014.31,12,12,19.0
6731590C568F146446645D12,202410.0,7.0,Ministero Degli Affari Esteri E Della Cooperazione Internazionale,4,Varie,12.0,Altre Voci,118320.16,Nov 11 2024,Sud,Varie,118320.16,12,12,7.0
663Ec5F43F62190222Cfb738,202404.0,970.0,Parco Del Circeo,3,Previdenziali,13.0,Previdenziali A Carico Del Datore Di Lavoro,3023.0600000000004,2024-05-11T03:01:07.269,Nord,Previdenziali,3023.0600000000004,13,13,970.0
668F34079B1C1405Cffd2D07,202406.0,829.0,Ministero Universita' E Ricerca,4,Erariali,11.0,Prestiti,5454081.13,2024-07-11T03:01:16.866,Isole,Varie,5454081.13,11,11,1.0
66E0Ee64F458Af54A5Dbc7Db,202408.0,22.0,Agenzia Delle Entrate,2,Erariali,7.0,Addizionali Regionali,1900853.540000004,2024-09-11T03:01:11.704,Isole,Erariali,1900853.540000004,7,7,22.0
659F417B9B1C14690C5C41Cb,202321.9562308086,13.0,Ministero Delle Imprese E Del Made In Italy,3,Previdenziali,13.0,Previdenziali A Carico Del Datore Di Lavoro,12086998.18,2024-01-11T02:01:40.336,Isole,Previdenziali,12086998.18,13,13,13.0
6731590B5C833340B426Aea3,202410.0,959.0,Autorita' Di Bacino Distrettuale Del Fiume Po,4,Varie,9.0,Riscatti,263.22,2024-11-11T02:00:28.485,Centro,Varie,263.22,9,9,959.0
6667A4B6262Bc331Bdcd0B06,202405.0,17.0,Consiglio Di Stato E T.A.R.,4,Varie,11.0,Prestiti,66627.63,2024-06-11T03:01:23.745,Centro,Varie,66627.63,11,11,17.0
6731590B5C833340B426Aecf,202410.0,32.0,Istituto Superiore Di Sanita',3,Previdenziali,13.0,Previdenziali A Carico Del Datore Di Lavoro,2177761.069999932,11.11.2024,Sud,Previdenziali,2177761.069999932,13,13,32.0
659F417C9B1C1468E2E39A72,202321.9562308086,958.0,Autorita' Di Bacino Distrettuale Dell'Appennino Centrale,2,Erariali,5.0,Irpef,140041.37999999992,2024-01-11T02:01:40.336,Isole,Erariali,140041.37999999992,5,5,958.0
6731590C568F146444A34E34,202410.0,960.0,Autorita' Di Bacino Distr. Dell'Appennino Settentrionale,3,Previdenziali,13.0,Previdenziali A Carico Del Datore Di Lavoro,42024.230000000025,2024-11-11T02:00:28.485,Centro,Previdenziali,42024.230000000025,13,13,960.0
6731590C568F146439948Ff6,202410.0,963.0,//,4,Varie,12.0,Altre Voci,7678.279999999999,2024/11/11,Isole,Varie,7678.279999999999,12,12,963.0
6731590B5C833340B426Aec3,202410.0,963.0,Autorita' Di Bacino Distrettuale Dell'Appennino Meridionale,1,Netto,15.0,Netto,280088.48,2024-11-11T02:00:28.485,Sud,Netto,280088.48,15,15,963.0
