_id,mese,anno,codice_ente,descrizione_ente,provincia_sede,regione_sede,attivazioni,cessazioni,RATA,aggregation-time,qualifica,Provincia Sede,CODICE ENTE,3descrizione,regione%sede,att ivazioni
6852Caf7205349164Bebcd69,11.0,2023.0,19.0,Ministero Universita' E Ricerca,To,1.0,250.0,40.0,202311.0,2025-06-18T16:15:20.148346,Operatore,To,19.0,Ministero Universita' E Ricerca,1.0,250.0
6852Caff6555Da0907A40857,7.0,2023.0,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,Bt,15.0,0.0,2.0,202307.0,2025-06-18T16:15:20.148346,Operatore,Bt,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,15.0,0.0
6852Caef205349164Bea2A6E,8.0,2021.0,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,Aq,12.0,0.0,4.0,202308.0,2025-06-18T16:15:20.148346,Operatore,Aq,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,12.0,0.0
6852Cb029952Cb647Ef389E4,4.0,2023.0,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,Aq,12.0,0.0,3.0,202304.0,2025-06-18T16:15:20.148346,Dirigente,Aq,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,12.0,0.0
6852Cae9205349164Be90859,6.0,2023.0,22.0,Agenzia Delle Entrate,Vr,4.0,0.0,1.0,202306.0,2025-06-18T16:15:20.148346,Operatore,Vr,22.0,Agenzia Delle Entrate,4.0,0.0
6852Caed205349164Be9B770,11.0,2023.0,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,Sa,14.0,0.0,9.0,202311.0,2025-06-18T16:15:20.148346,Impiegato,Sa,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,14.0,0.0
6852Cae8205349164Be8Daf2,2.0,2024.0,12.0,Ministero Dell'Interno,Tr,9.0,1.0,2.0,202402.0,2025-06-18T16:15:20.148346,Funzionario,Tr,12.0,Ministero Dell'Interno,9.0,1.0
6852Caef205349164Bea272B,6.0,2023.0,22.0,Agenzia Delle Entrate,Rg,18.0,6.0,2.0,202306.0,2025-06-18T16:15:20.148346,Operatore,Rg,22.0,Agenzia Delle Entrate,18.0,6.0
6852Caea205349164Be90E4A,8.0,2023.0,954.0,Ispettorato Nazionale Del Lavoro,Bg,10.0,0.0,1.0,202311.0,Giu 18 2025,Operatore,Bg,954.0,Ispettorato Nazionale Del Lavoro,3.0,0.0
6852Caea205349164Be9116A,2.0,2024.0,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,Pn,5.0,0.0,2.0,202402.0,2025-06-18T16:15:20.148346,Operatore,Pn,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,5.0,0.0
6852Caf7205349164Bebd802,4.0,2023.0,4.0,Ministero Dell'Istruzione E Del Merito,Pt,8.0,12.0,9.0,202304.0,2025-06-18T16:15:20.148346,Operatore,Pt,4.0,Ministero Dell'Istruzione E Del Merito,8.0,12.0
6852Caf5205349164Beb4238,1.0,2023.0,19.0,Ministero Universita' E Ricerca,Fe,7.0,15.0,8.0,202301.0,2025-06-18T16:15:20.148346,Impiegato,Fe,19.0,Ministero Universita' E Ricerca,7.0,15.0
6852Caef205349164Bea04E9,1.0,2024.0,4.0,Ministero Dell'Istruzione E Del Merito,Si,8.0,9.0,6.0,202401.0,2025-06-18T16:15:20.148346,Operatore,Si,4.0,Ministero Dell'Istruzione E Del Merito,8.0,9.0
6852Caef205349164Bea1D12,2.0,2023.0,4.0,Ministero Dell'Istruzione E Del Merito,Tp,18.0,6.0,3.0,202402.0,2025-06-18T16:15:20.148346,Operatore,Tp,4.0,Ministero Dell'Istruzione E Del Merito,18.0,6.0
6852Caef205349164Bea3562,12.0,1408.6958321381449,12.0,,?,18.0,3.0,3.0,202312.0,2025-06-18T16:15:20.148346,Operatore,Pa,12.0,Ministero Dell'Interno,18.0,3.0
6852Caf5205349164Beb48Eb,6.0,2024.0,14.0,Ministero Della Cultura,Go,5.0,6.0,0.0,202406.0,2025-06-18T16:15:20.148346,Operatore,Go,14.0,Ministero Della Cultura,5.0,6.0
6852Caf4205349164Beb0959,7.0,2024.0,22.0,Agenzia Delle Entrate,Le,15.0,0.0,1.0,202407.0,Giu 18 2025,Dirigente,Le,22.0,Agenzia Delle Entrate,15.0,0.0
6852Cb018D61D50C63E444Ef,1.0,2023.0,19.0,Ministero Universita' E Ricerca,Cl,18.0,38.0,4.0,202301.0,2025-06-18T16:15:20.148346,Funzionario,Cl,19.0,Ministero Universita' E Ricerca,18.0,38.0
6852Caed205349164Be9A0Dc,12.0,2024.0,9.0,Ministero Della Giustizia,Vr,4.0,8.0,8.0,202412.0,2025-06-18T16:15:20.148346,Operatore,Vr,9.0,Ministero Della Giustizia,4.0,8.0
6852Caef205349164Bea06Aa,7.0,2023.0,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,Ms,8.0,0.0,1.0,202309.0,2025-06-18T16:15:20.148346,Operatore,Ms,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,8.0,0.0
6852Caeb205349164Be977F5,4.0,2024.0,14.0,Ministero Della Cultura,Re,7.0,4.0,0.0,202404.0,2025-06-18T16:15:20.148346,Funzionario,Re,14.0,Ministero Della Cultura,7.0,4.0
6852Caeb205349164Be94Aa6,5.0,2023.0,9.0,Ministero Della Giustizia,Ss,19.0,16.0,5.0,202305.0,2025-06-18T16:15:20.148346,Dirigente,Ss,9.0,Ministero Della Giustizia,19.0,16.0
6852Caee205349164Be9Fac5,7.0,2024.0,954.0,Ministero Universita' E Ricerca,Sa,14.0,3.0,0.0,202407.0,2025-06-18T16:15:20.148346,Operatore,Sa,954.0,Ispettorato Nazionale Del Lavoro,14.0,3.0
6852Caea205349164Be91178,5.0,2023.0,9.0,Ministero Della Giustizia,Vr,4.0,0.0,2.0,202305.0,2025-06-18T16:15:20.148346,Operatore,Vr,9.0,Ministero Della Giustizia,4.0,0.0
6852Cad98D61D50C63E436A3,12.0,2024.0,16.0,C.N.E.L.- Consiglio Nazionale Dell'Economia E Del Lavoro,Rm,10.0,2.0,0.0,202412.0,2025-06-18T16:15:20.148346,Funzionario,Rm,16.0,C.N.E.L.- Consiglio Nazionale Dell'Economia E Del Lavoro,11.0,2.0
6852Caf5205349164Beb6833,4.0,2024.0,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,Pu,10.0,0.0,2.0,202404.0,2025-06-18T16:15:20.148346,Operatore,Pu,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,10.0,0.0
6852Caf2205349164Bea941D,4.0,2023.0,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,Lo,3.0,1.0,0.0,202304.0,2025-06-18T16:15:20.148346,Operatore,Lo,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,3.0,1.0
6852Caf0205349164Bea5A1C,8.0,2024.0,2.0,Ministero Delle Infrastrutture E Dei Trasporti,Bo,7.0,2.0,2.0,202408.0,2025-06-18T16:15:20.148346,Dirigente,Bo,2.0,Ministero Delle Infrastrutture E Dei Trasporti,7.0,2.0
6852Caf0205349164Bea4462,12.0,2023.0,12.0,Ministero Dell'Interno,Ra,7.0,0.0,2.0,202312.0,2025-06-18T16:15:20.148346,Operatore,Ra,12.0,Ministero Dell'Interno,7.0,0.0
6852Cae9205349164Be8Ee48,4.0,2023.0,12.0,Ministero Dell'Interno,Vr,4.0,5.0,1.0,202304.0,Giu 18 2025,Impiegato,Vr,12.0,Ministero Dell'Interno,4.0,5.0
6852Caf2205349164Bea9D2F,10.0,2023.0,1.0,Ministero Dell'Economia E Finanze,An,10.0,1.0,0.0,202310.0,2025-06-18T16:15:20.148346,Funzionario,An,1.0,Ministero Dell'Economia E Finanze,10.0,1.0
6852Caf0205349164Bea5Ebc,7.0,2023.0,19.0,Ministero Universita' E Ricerca,Ms,8.0,10.0,6.0,202307.0,2025-06-18T16:15:20.148346,Impiegato,Ms,19.0,Ministero Universita' E Ricerca,8.0,10.0
6852Caf5205349164Beb46Cf,8.0,2024.0,1.0,Ministero Dell'Economia E Finanze,Pe,12.0,2.0,1.0,202409.0,2025-06-18T16:15:20.148346,Operatore,Pe,1.0,Ministero Dell'Economia E Finanze,12.0,2.0
6852Caf0205349164Bea5309,9.0,2024.0,12.0,Ministero Dell'Interno,Mc,10.0,1.0,2.0,202409.0,2025-06-18T16:15:20.148346,Operatore,Mc,12.0,Ministero Dell'Interno,10.0,1.0
6852Caea205349164Be941D7,7.0,2024.0,1.0,Ministero Dell'Economia E Finanze,Mt,16.0,1.0,0.0,202312.0,2025-06-18T16:15:20.148346,Impiegato,Mt,1.0,Ministero Dell'Economia E Finanze,16.0,1.0
6852Caf4205349164Beb0D71,1.0,2024.0,9.0,Ministero Della Giustizia,Sa,14.0,12.0,7.0,202401.0,2025-06-18T16:15:20.148346,Operatore,Sa,9.0,Ministero Della Giustizia,14.0,12.0
6852Cae8205349164Be8C293,5.0,2024.0,4.0,Ministero Dell'Istruzione E Del Merito,Al,1.0,822.0,6.0,202405.0,2025-06-18T16:15:20.148346,Operatore,Al,4.0,Ministero Dell'Istruzione E Del Merito,1.0,822.0
6852Caf4205349164Beb0F94,1.0,2024.0,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,Rm,18.0,0.0,1.0,202312.0,2025-06-18T16:15:20.148346,Dirigente,En,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,18.0,0.0
6852Caeb205349164Be967B0,2.0,2023.0,2.0,Ministero Delle Infrastrutture E Dei Trasporti,Ro,4.0,0.0,4.0,202302.0,2025-06-18T16:15:20.148346,Dirigente,Ro,2.0,Ministero Delle Infrastrutture E Dei Trasporti,4.0,0.0
6852Caf3205349164Beb0124,12.0,2023.0,14.0,Ministero Della Cultura,Tp,18.0,2.0,0.0,202312.0,2025-06-18T16:15:20.148346,Operatore,Tp,14.0,Ministero Della Cultura,18.0,2.0
6852Caf8205349164Bec0830,1.0,2024.0,22.0,Agenzia Delle Entrate,Rg,18.0,0.0,3.0,202312.0,2025-06-18T16:15:20.148346,Operatore,Rg,22.0,Agenzia Delle Entrate,18.0,0.0
6852Caf3205349164Beae706,12.0,2022.0,954.0,Ispettorato Nazionale Del Lavoro,Ro,4.0,0.0,1.0,202412.0,2025-06-18T16:15:20.148346,Dirigente,Ro,954.0,Ispettorato Nazionale Del Lavoro,4.0,0.0
6852Caf2205349164Beabbc7,5.0,2023.0,21.0,?,Cl,18.0,1.0,0.0,202312.0,2025-06-18T16:15:20.148346,Dirigente,Cl,21.0,Agenzia Delle Dogane,18.0,1.0
6852Caee205349164Be9Fd19,4.0,2023.0,954.0,Ispettorato Nazionale Del Lavoro,Si,8.0,0.0,1.0,202304.0,2025-06-18T16:15:20.148346,Impiegato,Si,954.0,Ispettorato Nazionale Del Lavoro,8.0,0.0
6852Caef205349164Bea2F86,11.0,2023.0,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,An,10.0,0.0,6.0,202311.0,2025-06-18T16:15:20.148346,Operatore,An,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,10.0,0.0
6852Caf2205349164Beab3F5,7.0,2024.0,21.0,Agenzia Delle Dogane,Ts,5.0,0.0,1.0,202402.0,2025-06-18T16:15:20.148346,Operatore,Ts,21.0,Agenzia Delle Dogane,5.0,0.0
6852Caf1205349164Bea76A6,9.0,2023.0,19.0,Ministero Universita' E Ricerca,Vb,1.0,658.0,4.0,202309.0,2025-06-18T16:15:20.148346,Operatore,Vb,19.0,Ministero Universita' E Ricerca,1.0,658.0
6852Caf0205349164Bea50C3,12.0,2024.0,12.0,Ministero Dell'Interno,Vt,11.0,0.0,1.0,202412.0,2025-06-18T16:15:20.148346,Operatore,Vt,12.0,Ministero Dell'Interno,11.0,0.0
6852Caea205349164Be91Fb1,12.0,2023.0,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,Ra,7.0,7.0,1.0,202312.0,2025-06-18T16:15:20.148346,Funzionario,Ra,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,7.0,7.0
6852Caf2205349164Bea9Fb5,8.0,2024.0,19.0,N.D.,Vr,4.0,6.0,1037.0,202408.0,2025-06-18T16:15:20.148346,Operatore,Vr,19.0,Ministero Universita' E Ricerca,4.0,6.0
6852Cafe79C2715845D9429B,3.0,2023.0,4.0,Ministero Dell'Istruzione E Del Merito,Fr,11.0,9.0,12.0,202303.0,18/06/2025,Operatore,Fr,4.0,Ministero Dell'Istruzione E Del Merito,11.0,9.0
6852Caf8205349164Bebf34B,12.0,2023.0,15.0,Avvocatura Generale Dello Stato,Fi,8.0,0.0,1.0,202312.0,2025-06-18T16:15:20.148346,Operatore,Fi,15.0,Avvocatura Generale Dello Stato,8.0,0.0
6852Caf0205349164Bea5B2F,6.0,2023.0,802.0,Aran,Rm,11.0,0.0,1.0,202410.0,2025-06-18T16:15:20.148346,Dirigente,Rm,802.0,Aran,11.0,0.0
6852Caf3205349164Beaf4B3,1.0,2023.0,21.0,Agenzia Delle Dogane,No,10.0,1.0,2.0,202301.0,Giu 18 2025,Impiegato,No,21.0,Agenzia Delle Dogane,1.0,1.0
6852Cb018D61D50C63E4474B,11.0,2024.0,954.0,Ispettorato Nazionale Del Lavoro,Ce,14.0,0.0,1.0,202411.0,2025-06-18T16:15:20.148346,Funzionario,Ce,954.0,Ispettorato Nazionale Del Lavoro,14.0,0.0
6852Caea205349164Be925F4,8.0,2024.0,12.0,?,Is,13.0,0.0,1.0,202408.0,2025-06-18T16:15:20.148346,Operatore,Is,12.0,Ministero Dell'Interno,13.0,0.0
6852Caec205349164Be97E78,3.0,2023.0,14.0,Ministero Del Lavoro E Delle Politiche Sociali,Rm,11.0,12.0,9.0,202303.0,2025-06-18T16:15:20.148346,Dirigente,Rm,8.0,Ministero Del Lavoro E Delle Politiche Sociali,11.0,12.0
6852Caed205349164Be9B364,6.0,2023.0,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,At,1.0,1.0,0.0,202306.0,2025-06-18T16:15:20.148346,Impiegato,At,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,1.0,1.0
6852Cae8205349164Be8D5B3,10.0,2024.0,15.0,Avvocatura Generale Dello Stato,Ts,5.0,3.0,0.0,202410.0,2025-06-18T16:15:20.148346,Impiegato,Ts,15.0,Avvocatura Generale Dello Stato,5.0,3.0
6852Caef205349164Bea0B37,6.0,2024.0,12.0,Ministero Dell'Interno,Vi,4.0,0.0,3.0,202406.0,2025-06-18T16:15:20.148346,Dirigente,Vi,12.0,Ministero Dell'Interno,4.0,0.0
6852Caeb205349164Be97219,2.0,2023.0,22.0,Agenzia Delle Entrate,Rn,7.0,0.0,1.0,202302.0,2025-06-18T16:15:20.148346,Operatore,Rn,22.0,Agenzia Delle Entrate,7.0,0.0
6852Caf4205349164Beb090D,4.0,2024.0,4.0,Ministero Universita' E Ricerca,At,1.0,0.0,513.0,202404.0,2025-06-18T16:15:20.148346,Operatore,At,4.0,Ministero Dell'Istruzione E Del Merito,1.0,0.0
6852Caf5205349164Beb4F5E,2.0,2024.0,19.0,Ministero Universita' E Ricerca,?,7.0,0.0,4.0,202402.0,2025-06-18T16:15:20.148346,Dirigente,Pr,19.0,Ministero Universita' E Ricerca,7.0,0.0
6852Caf3205349164Bead3D4,8.0,2023.0,12.0,Ministero Dell'Interno,Cb,13.0,1.0,2.0,202308.0,2025-06-18T16:15:20.148346,Dirigente,Cb,12.0,Ministero Dell'Interno,13.0,1.0
6852Caf5205349164Beb67D9,1.0,2023.0,21.0,Agenzia Delle Dogane,Mo,7.0,0.0,1.0,202301.0,2025-06-18T16:15:20.148346,Impiegato,Mo,21.0,Agenzia Delle Dogane,7.0,0.0
6852Caf7205349164Bebe0E3,9.0,2024.0,2.0,Ministero Delle Infrastrutture E Dei Trasporti,Bs,3.0,2.0,0.0,202409.0,2025-06-18T16:15:20.148346,Operatore,Bs,2.0,Ministero Delle Infrastrutture E Dei Trasporti,3.0,2.0
6852Cae9205349164Be8Ed77,6.0,2024.0,19.0,Ministero Universita' E Ricerca,Su,19.0,2.0,742.0,202406.0,2025-06-18T16:15:20.148346,Operatore,Su,19.0,Ministero Universita' E Ricerca,19.0,2.0
6852Caf5205349164Beb58E2,3.0,2024.0,14.0,Ministero Dell'Economia E Finanze,Vv,17.0,0.0,1.0,202403.0,2025-06-18T16:15:20.148346,Impiegato,Vv,1.0,Ministero Dell'Economia E Finanze,17.0,0.0
6852Cb02C1E0062992432Fca,2.0,2024.0,9.0,Ministero Della Giustizia,Tn,20.0,0.0,2.0,202402.0,2025-06-18T16:15:20.148346,Operatore,Tn,9.0,Ministero Della Giustizia,20.0,0.0
6852Caf5205349164Beb721E,4.0,2024.0,9.0,Ministero Universita' E Ricerca,Ap,10.0,0.0,1.0,202404.0,2025-06-18T16:15:20.148346,Operatore,Ap,9.0,Ministero Della Giustizia,10.0,0.0
6852Caf8205349164Bebf31F,10.0,2023.0,22.0,Agenzia Delle Entrate,Ag,18.0,0.0,1.0,202312.0,2025-06-18T16:15:20.148346,Operatore,Ag,22.0,Agenzia Delle Entrate,18.0,0.0
6852Caf2205349164Beaba3D,2.0,2023.0,2.0,Ministero Delle Infrastrutture E Dei Trasporti,Aq,12.0,0.0,2.0,202301.0,2025-06-18T16:15:20.148346,Operatore,Aq,2.0,Ministero Delle Infrastrutture E Dei Trasporti,12.0,0.0
6852Caf2205349164Beaa7Ac,2.0,2023.0,7.0,Ministero Degli Affari Esteri E Della Cooperazione Internazionale,Rm,11.0,5.0,14.0,202302.0,18/06/2025,Funzionario,Rm,7.0,Ministero Degli Affari Esteri E Della Cooperazione Internazionale,11.0,5.0
6852Caf5205349164Beb566A,12.0,2022.0,14.0,Ministero Della Cultura,Mn,3.0,12.0,0.0,202312.0,2025-06-18T16:15:20.148346,Operatore,Mn,14.0,Ministero Della Cultura,3.0,12.0
6852Caea205349164Be9239B,6.0,2023.0,9.0,Ministero Della Giustizia,Pa,18.0,5.0,18.0,202312.0,2025-06-18T16:15:20.148346,Dirigente,Pa,9.0,Ministero Della Giustizia,18.0,5.0
6852Caf6205349164Bebb3D8,6.0,2024.0,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,Bn,14.0,2.0,2.0,202406.0,2025-06-18T16:15:20.148346,Impiegato,Bn,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,14.0,2.0
6852Cae8205349164Be8Db27,4.0,2024.0,2020.0,,Sa,14.0,1.0,2.0,202312.0,2025-06-18T16:15:20.148346,Operatore,Sa,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,14.0,1.0
6852Caeb205349164Be95031,4.0,2024.0,19.0,Ministero Universita' E Ricerca,Sp,6.0,2.0,98.0,202404.0,2025-06-18T16:15:20.148346,Dirigente,Sp,19.0,Ministero Universita' E Ricerca,6.0,2.0
6852Caee205349164Be9E6Aa,12.0,1408.6958321381449,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,Co,3.0,18.0,0.0,202312.0,2025-06-18T16:15:20.148346,Operatore,Co,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,3.0,18.0
6852Caf4205349164Beb07E2,7.0,2024.0,22.0,Agenzia Delle Entrate,Vt,11.0,3.0,0.0,202412.0,2025-06-18T16:15:20.148346,Impiegato,Vt,22.0,Agenzia Delle Entrate,11.0,3.0
6852Cae7205349164Be8A530,12.0,2021.0,954.0,Ispettorato Nazionale Del Lavoro,Ba,15.0,1.0,4.0,202312.0,2025-06-18T16:15:20.148346,Impiegato,Ba,954.0,Ispettorato Nazionale Del Lavoro,15.0,1.0
6852Caf0205349164Bea5102,7.0,2024.0,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,Tv,4.0,0.0,2.0,202407.0,2025-06-18T16:15:20.148346,Operatore,Tv,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,4.0,0.0
6852Caf0205349164Bea4A94,6.0,2024.0,19.0,Ministero Universita' E Ricerca,//,18.0,171.0,1.0,202405.0,2025-06-18T16:15:20.148346,Funzionario,Rg,19.0,Ministero Universita' E Ricerca,18.0,171.0
6852Caf5205349164Beb6A27,6.0,2024.0,4.0,Ministero Dell'Istruzione E Del Merito,Aq,12.0,3.0,2303.282267809745,202406.0,2025-06-18T16:15:20.148346,Operatore,Aq,4.0,Ministero Dell'Istruzione E Del Merito,12.0,3.0
6852Cad979C2715845D93A29,8.0,2024.0,18.0,Corte Dei Conti,Pa,18.0,2.0,1.0,202408.0,2025-06-18T16:15:20.148346,Operatore,Pa,18.0,Corte Dei Conti,18.0,2.0
6852Caf4205349164Beb243F,9.0,2024.0,2.0,Ministero Delle Infrastrutture E Dei Trasporti,Fi,8.0,2.0,0.0,202409.0,2025-06-18T16:15:20.148346,Impiegato,Fi,2.0,Ministero Delle Infrastrutture E Dei Trasporti,8.0,2.0
6852Cb008D61D50C63E43C7F,5.0,2023.0,25.0,Archivi Notarili,Pi,8.0,0.0,1.0,202305.0,2025-06-18T16:15:20.148346,Operatore,Pi,25.0,Archivi Notarili,8.0,0.0
6852Caf3205349164Beafce0,1.0,2024.0,18.0,Corte Dei Conti,Ve,4.0,1.0,0.0,202312.0,2025/06/18,Operatore,Ve,18.0,Corte Dei Conti,4.0,1.0
6852Cad96555Da0907A4031B,3.0,2024.0,954.0,Ministero Universita' E Ricerca,Po,8.0,1.0,0.0,202403.0,2025-06-18T16:15:20.148346,Impiegato,Po,954.0,Ispettorato Nazionale Del Lavoro,8.0,1.0
6852Caf3205349164Beaff4F,2.0,2023.0,14.0,Ministero Della Cultura,Ca,19.0,0.0,2.0,202302.0,2025-06-18T16:15:20.148346,Impiegato,Ca,14.0,Ministero Della Cultura,19.0,0.0
6852Cae8205349164Be8D80F,5.0,2023.0,21.0,Agenzia Delle Dogane,Ud,5.0,0.0,2.0,202305.0,2025-06-18T16:15:20.148346,Dirigente,Ud,21.0,Agenzia Delle Dogane,5.0,0.0
6852Caef205349164Bea0142,1.0,2024.0,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,Ba,15.0,0.0,11.0,202401.0,2025-06-18T16:15:20.148346,Operatore,Ba,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,15.0,0.0
6852Cae9205349164Be8F933,7.0,2024.0,4.0,Ministero Dell'Istruzione E Del Merito,Pt,8.0,3.0,6.0,202312.0,2025-06-18T16:15:20.148346,Operatore,Pt,4.0,Ministero Dell'Istruzione E Del Merito,8.0,3.0
6852Caee205349164Be9D311,12.0,2024.0,19.0,Ministero Universita' E Ricerca,Ct,18.0,23.0,7.0,202403.0,2025-06-18T16:15:20.148346,Dirigente,Ct,19.0,Ministero Universita' E Ricerca,18.0,23.0
6852Caec205349164Be98326,3.0,2023.0,13.0,Ministero Delle Imprese E Del Made In Italy,Bo,7.0,4.0,0.0,202303.0,2025/06/18,Operatore,Bo,13.0,Ministero Delle Imprese E Del Made In Italy,7.0,4.0
6852Cae7205349164Be8B151,9.0,2023.0,14.0,Ente Strumentale Alla Croce Rossa Italiana,Rm,11.0,12.0,13.0,202309.0,2025-06-18T16:15:20.148346,Impiegato,Rm,898.0,Ente Strumentale Alla Croce Rossa Italiana,11.0,12.0
6852Caf7205349164Bebc71F,3.0,2024.0,4.0,Ministero Dell'Istruzione E Del Merito,To,1.0,72.0,42.0,202403.0,2025-06-18T16:15:20.148346,Impiegato,To,4.0,Ministero Dell'Istruzione E Del Merito,1.0,72.0
6852Cad979C2715845D940B5,4.0,2023.0,14.0,//,En,18.0,5.0,0.0,202304.0,2025-06-18T16:15:20.148346,Operatore,En,22.0,Agenzia Delle Entrate,18.0,5.0
6852Cae8205349164Be8Dcd5,3.0,2023.0,19.0,Ministero Universita' E Ricerca,Br,15.0,0.0,5.0,202303.0,2025-06-18T16:15:20.148346,Impiegato,Br,19.0,Ministero Universita' E Ricerca,15.0,0.0
6852Cae8205349164Be8Ddae,9.0,2023.0,19.0,Ministero Universita' E Ricerca,Mi,3.0,2399.7896727364564,152.0,202309.0,2025-06-18T16:15:20.148346,Operatore,Mi,19.0,Ministero Universita' E Ricerca,3.0,2353.9985839859237
6852Caed205349164Be9976F,11.0,2023.0,22.0,Ministero Universita' E Ricerca,At,1.0,2.0,1.0,202311.0,18.06.2025,Operatore,At,22.0,Agenzia Delle Entrate,1.0,2.0
6852Caf4205349164Beb2D15,6.0,2023.0,9.0,Ministero Della Giustizia,Lt,11.0,0.0,4.0,202306.0,2025-06-18T16:15:20.148346,Dirigente,Lt,9.0,Ministero Della Giustizia,11.0,0.0
6852Caed205349164Be9Bae7,7.0,2023.0,9.0,Ministero Della Giustizia,-,8.0,0.0,3.0,202307.0,2025-06-18T16:15:20.148346,Dirigente,Ms,9.0,Ministero Della Giustizia,8.0,0.0
6852Caf5205349164Beb6621,10.0,2023.0,4.0,Ministero Dell'Istruzione E Del Merito,,18.0,264.0,3.0,202310.0,2025-06-18T16:15:20.148346,Dirigente,Sr,4.0,Ministero Dell'Istruzione E Del Merito,18.0,264.0
6852Caea205349164Be92E93,4.0,2024.0,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,Ve,4.0,2.0,0.0,202404.0,2025-06-18T16:15:20.148346,Operatore,Ve,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,4.0,2.0
6852Caeb205349164Be94D66,12.0,2023.0,14.0,Ministero Della Cultura,Vc,1.0,0.0,2.0,202312.0,2025-06-18T16:15:20.148346,Funzionario,Vc,14.0,Ministero Della Cultura,1.0,0.0
6852Cae8205349164Be8Ca48,5.0,2024.0,954.0,Ispettorato Nazionale Del Lavoro,Bs,3.0,1.0,1.0,202405.0,2025-06-18T16:15:20.148346,Impiegato,Bs,954.0,Ispettorato Nazionale Del Lavoro,3.0,1.0
6852Caea205349164Be91926,4.0,2023.0,19.0,Ministero Universita' E Ricerca,Av,14.0,5.0,8.0,202304.0,2025-06-18T16:15:20.148346,Operatore,Av,19.0,Ministero Universita' E Ricerca,14.0,5.0
6852Cb008D61D50C63E43Df1,12.0,2024.0,969.0,Ordine Degli Psicologi Del Lazio,Rm,11.0,0.0,2.0,202412.0,2025-06-18T16:15:20.148346,Operatore,Rm,969.0,Ordine Degli Psicologi Del Lazio,11.0,0.0
6852Caf6205349164Bebaa73,7.0,2023.0,12.0,//,Cz,17.0,0.0,2.0,202307.0,2025-06-18T16:15:20.148346,Operatore,Cz,12.0,Ministero Dell'Interno,17.0,0.0
6852Caf2205349164Beab1F7,8.0,2024.0,4.0,Ministero Dell'Istruzione E Del Merito,Nd,8.0,3.0,3.0,202402.0,2025-06-18T16:15:20.148346,Funzionario,Si,4.0,Ministero Dell'Istruzione E Del Merito,8.0,3.0
6852Cae8205349164Be8Cb15,11.0,2023.0,3227.2559939375433,Agenzia Del Demanio,Mi,3.0,2.0,0.0,202311.0,2025-06-18T16:15:20.148346,Operatore,Mi,3275.6768155650943,Agenzia Del Demanio,3.0,2.0
6852Caea205349164Be930B8,10.0,2024.0,971.0,Arpal Puglia,Fg,15.0,2.0,1.0,202410.0,2025-06-18T16:15:20.148346,Impiegato,Fg,971.0,Arpal Puglia,15.0,2.0
6852Caf1205349164Bea91F8,12.0,2024.0,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,Cs,17.0,0.0,3.0,202412.0,2025-06-18T16:15:20.148346,Operatore,Cs,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,17.0,0.0
6852Caef205349164Bea0156,1.0,2023.0,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,Ms,8.0,0.0,1.0,202301.0,2025-06-18T16:15:20.148346,Operatore,Ms,2020.0,Ministero Dell'Interno - Dipartimento Della P.S.,8.0,0.0
